id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0033342,2033342, 33342 (1998 WT24),33342,,,Y,Y,17.9,,,,JPL 182,2455439.5,55439,20100831,J2000,0.417938893,0.718454565,0.41818446,7.342580784,81.99939572,167.2942524,318.3660924,1.01872467,1.618471705,2455465.224,20100925.72,222.4320629,0.608985799,0.00994683,3.871007831,1.66E-08,4.58E-10,1.21E-08,2.85E-06,2.36E-06,4.41E-06,6.17E-06,6.50E-10,1.55E-09,3.81E-06,2.13E-07,ATE,0.31998
a0035107,2035107, 35107 (1991 VH),35107,,,Y,Y,16.7,0.929,0.408,0.035,JPL 489,2459000.5,59000,20200531,J2000,0.144231283,1.137322482,0.973285002,13.91128006,139.351162,206.9364472,240.4123476,1.301359962,0.812603405,2459147.666,20201025.17,443.0205409,1.212924137,0.0255494,9.943059998,1.75E-08,7.43E-10,2.00E-08,2.82E-06,5.53E-06,9.02E-06,8.49E-06,8.51E-10,7.97E-10,1.06E-05,4.34E-07,APO,0.29857
a0035396,2035396, 35396 (1997 XF11),35396,,,Y,Y,16.9,,,,280,2459000.5,59000,20200531,J2000,0.483968839,1.442763081,0.744510707,4.098779765,213.7467372,102.9174337,81.81788446,2.141015454,0.568737079,2458856.641,20200108.14,632.9814131,1.73300866,0.000626412,0.243780758,1.63E-08,1.60E-09,2.43E-08,3.69E-06,2.21E-05,2.26E-05,7.09E-06,2.38E-09,9.47E-10,1.22E-05,1.05E-06,APO,0.39407
a0037638,2037638, 37638 (1993 VB),37638,,,Y,Y,19.3,,,,25,2459000.5,59000,20200531,J2000,0.520170271,1.909289615,0.916133918,5.081710002,145.6053494,323.1177182,359.705542,2.902445311,0.37359096,2459001.288,20200531.79,963.6207479,2.638249823,0.00164465,0.640048441,5.96E-08,5.12E-09,1.15E-07,1.46E-05,0.00010302,0.00010277,1.69E-05,7.78E-09,1.50E-09,4.52E-05,3.88E-06,APO,0.58797
a0037655,2037655, 37655 Illapa (1994 PM),37655,Illapa,,Y,Y,17.8,,,,JPL 104,2459000.5,59000,20200531,J2000,0.752671298,1.477699446,0.365477485,18.02251084,139.5721749,303.8576912,97.21470924,2.589921406,0.5486873,2458823.323,20191205.82,656.1114131,1.796335149,0.0245498,9.554045666,2.03E-08,4.67E-10,3.01E-08,5.58E-06,5.59E-06,6.57E-06,2.99E-06,8.19E-10,2.60E-10,5.42E-06,3.11E-07,APO,0.38779
a0038071,2038071, 38071 (1999 GU3),38071,,,Y,Y,19.6,,,,JPL 52,2459000.5,59000,20200531,J2000,0.506520038,2.090415618,1.03157822,12.72599982,195.5221019,8.8465522,359.9261483,3.149253016,0.326103238,2459000.726,20200531.23,1103.944879,3.022436356,0.0336962,13.11355015,7.03E-09,8.96E-10,1.47E-08,1.34E-06,2.55E-06,1.25E-05,3.60E-06,1.35E-09,2.10E-10,1.10E-05,7.09E-07,AMO,0.52512
a0039572,2039572, 39572 (1993 DQ1),39572,,,Y,Y,16.5,1.554,0.184,0.655,153,2459000.5,59000,20200531,J2000,0.492420624,2.03662253,1.033747592,10.02441448,313.5520685,344.8054175,23.37427112,3.039497468,0.339108174,2458931.571,20200323.07,1061.608147,2.9065247,0.0286796,11.16123993,4.03E-08,1.39E-08,7.88E-08,4.95E-06,2.50E-05,2.53E-05,1.65E-05,2.08E-08,3.47E-09,4.79E-05,1.09E-05,AMO,0.5645
a0041429,2041429, 41429 (2000 GE2),41429,,,Y,Y,20.5,0.204,0.267,0.03,JPL 74,2459000.5,59000,20200531,J2000,0.555497979,1.592643524,0.707933265,2.173379358,351.9315783,297.2156076,338.3567997,2.477353784,0.490372609,2459044.636,20200714.14,734.1356212,2.009953788,0.0109174,4.248724558,1.02E-07,9.68E-09,1.61E-07,7.50E-06,6.87E-05,7.63E-05,2.70E-05,1.51E-08,4.47E-09,5.54E-05,6.69E-06,APO,0.64261
a0052760,2052760, 52760 (1998 ML14),52760,,,Y,Y,17.5,1,,0.05,JPL 143,2459000.5,59000,20200531,J2000,0.623597218,2.408087014,0.906410651,2.428322481,338.7260621,20.27838783,285.4189029,3.909763376,0.26375203,2459283.27,20210309.77,1364.918406,3.736942933,0.0168112,6.542414704,3.62E-09,8.18E-10,8.43E-09,3.68E-06,3.53E-05,3.48E-05,7.98E-07,1.33E-09,1.34E-10,3.17E-06,6.96E-07,APO,0.42049
a0052768,2052768, 52768 (1998 OR2),52768,,,Y,Y,15.8,1.75,,0.3,JPL 286,2459000.5,59000,20200531,J2000,0.573083907,2.384435233,1.017953774,5.86587762,27.0155252,174.5661496,12.10138704,3.750916692,0.267686074,2458955.293,20200415.79,1344.858903,3.682023007,0.0154377,6.007889709,3.12E-09,3.32E-09,7.22E-09,1.96E-06,5.04E-06,6.27E-06,7.23E-07,5.23E-09,5.59E-10,2.70E-06,2.81E-06,AMO,0.21867
a0053319,2053319, 53319 (1999 JM8),53319,,,Y,Y,15.2,7,,1.4,JPL 222,2459000.5,59000,20200531,J2000,0.641682474,2.725469081,0.976583339,13.84073099,133.6183123,166.8059458,237.9150306,4.474354823,0.219049459,2459557.84,20211209.34,1643.464457,4.499560457,0.0247341,9.625769697,8.81E-09,5.35E-09,2.45E-08,2.96E-06,7.21E-06,8.73E-06,2.96E-06,8.78E-09,6.45E-10,1.51E-05,4.84E-06,APO,0.43949
a0053426,2053426, 53426 (1999 SL5),53426,,,Y,Y,17.2,,,,150,2459000.5,59000,20200531,J2000,0.538661869,1.922839929,0.887079378,22.77514088,239.0949074,43.32635857,296.6425557,2.95860048,0.369648864,2459171.899,20201118.4,973.8972171,2.666385262,0.0254498,9.904298666,4.72E-08,3.36E-09,9.08E-08,8.41E-06,1.87E-05,2.04E-05,6.38E-06,5.17E-09,9.69E-10,1.76E-05,2.55E-06,APO,0.37192
a0053429,2053429, 53429 (1999 TF5),53429,,,Y,Y,18.9,,,,20,2459000.5,59000,20200531,J2000,0.64014511,2.02261179,0.727846742,26.79012436,199.2435748,64.04684989,93.38491001,3.317376837,0.342637799,2458727.953,20190901.45,1050.672169,2.876583625,0.0481759,18.748615,1.32E-07,7.64E-08,2.77E-07,5.70E-05,3.10E-05,3.79E-05,0.0001457,1.25E-07,1.94E-08,0.00040992,5.96E-05,APO,0.64399
a0053550,2053550, 53550 (2000 BF19),53550,,,Y,Y,19,,,,70,2459000.5,59000,20200531,J2000,0.419676047,1.495410942,0.867822788,7.176049761,313.2154423,324.9083886,284.8507895,2.122999095,0.538968325,2459139.932,20201017.43,667.9427771,1.828727658,0.0458448,17.84142082,5.78E-08,6.00E-09,8.76E-08,9.74E-06,6.60E-05,6.69E-05,2.09E-05,8.52E-09,3.24E-09,3.92E-05,4.02E-06,APO,0.69832
a0053789,2053789, 53789 (2000 ED104),53789,,,Y,Y,17.4,0.843,0.222,0.222,165,2459000.5,59000,20200531,J2000,0.269127218,1.37062851,1.001755072,40.78359361,190.0275109,218.3434088,334.1510014,1.739501948,0.614220677,2459042.584,20200712.08,586.1085658,1.604677798,0.048912,19.03508304,4.81E-08,2.64E-09,6.56E-08,1.04E-05,5.48E-06,1.58E-05,2.09E-05,3.35E-09,1.77E-09,3.41E-05,1.69E-06,APO,0.50401
a0065679,2065679, 65679 (1989 UQ),65679,,,Y,Y,19.5,0.918,0.033,0.01,JPL 125,2456419.5,56419,20130507,J2000,0.264731608,0.915100584,0.672844535,1.299319043,178.2454147,14.89537421,167.2036953,1.157356633,1.125902608,2456270.994,20121209.49,319.743464,0.875409895,0.0139803,5.440713351,2.60E-07,2.83E-09,2.36E-07,5.75E-06,0.00010867,0.00011113,4.54E-05,3.58E-09,5.23E-09,4.07E-05,1.48E-06,ATE,0.45257
a0065690,2065690, 65690 (1991 DG),65690,,,Y,Y,19,,,,JPL 121,2459000.5,59000,20200531,J2000,0.363247415,1.427857348,0.909191857,11.14294969,180.132928,63.33478283,7.90511793,1.946522838,0.577666048,2458986.815,20200517.32,623.1974361,1.706221591,0.0388277,15.11057601,2.43E-08,1.65E-09,3.55E-08,4.62E-06,8.82E-06,1.09E-05,3.89E-06,2.25E-09,1.00E-09,6.73E-06,1.08E-06,APO,0.44347
a0065717,2065717, 65717 (1993 BX3),65717,,,Y,Y,20.8,,,,35,2459000.5,59000,20200531,J2000,0.280835147,1.39490496,1.00316662,2.791048031,175.519556,290.057558,227.8383897,1.786643299,0.598256115,2459221.411,20210106.91,601.7489687,1.647498888,0.0476915,18.56010106,9.03E-08,2.79E-09,1.28E-07,1.07E-05,9.28E-05,9.69E-05,2.13E-05,3.58E-09,1.80E-09,3.59E-05,1.81E-06,APO,0.59555
a0065803,2065803, 65803 Didymos (1996 GT),65803,Didymos,,Y,Y,18,0.78,,0.08,147,2459000.5,59000,20200531,J2000,0.383638336,1.644576707,1.013654036,3.407819057,73.20696104,319.3018682,311.5778279,2.275499378,0.46732915,2459104.115,20200911.61,770.334998,2.109062281,0.0406512,15.8202275,9.75E-09,5.70E-09,1.80E-08,3.09E-06,2.32E-05,2.56E-05,1.63E-05,7.88E-09,2.43E-09,3.54E-05,4.00E-06,APO,0.32651
a0065909,2065909, 65909 (1998 FH12),65909,,,Y,Y,19.2,,,,JPL 88,2459000.5,59000,20200531,J2000,0.539629993,1.091064024,0.502293153,3.560183895,108.6132909,284.493532,253.2704113,1.679834896,0.864825964,2459123.912,20201001.41,416.2687232,1.139681652,0.0128122,4.986123874,3.55E-08,1.46E-09,3.82E-08,3.49E-06,3.65E-05,3.71E-05,1.21E-05,2.25E-09,1.74E-09,1.42E-05,8.36E-07,APO,0.49408
a0066391,2066391, 66391 Moshup (1999 KW4),66391,Moshup,,Y,Y,16.6,1.317,,0.04,JPL 298,2459000.5,59000,20200531,J2000,0.688435165,0.642337833,0.200129881,38.88566985,244.9043789,192.6420482,113.9046356,1.084545784,1.91451521,2458941.005,20200401.5,188.0371585,0.514817682,0.0131182,5.105209894,2.38E-08,6.83E-11,1.53E-08,2.13E-06,4.11E-07,2.07E-06,8.88E-06,1.15E-10,3.06E-10,4.63E-06,3.00E-08,ATE,0.2988
a0067367,2067367, 67367 (2000 LY27),67367,,,Y,Y,17,,,,104,2459000.5,59000,20200531,J2000,0.212734326,1.308496962,1.030134742,9.024078137,264.5335,184.8297166,275.3718411,1.586859181,0.65848365,2459129.02,20201006.52,546.7106129,1.496812082,0.0468828,18.24537928,3.14E-07,3.91E-09,4.11E-07,1.57E-05,2.69E-05,4.58E-05,5.66E-05,4.75E-09,2.95E-09,8.59E-05,2.45E-06,AMO,0.5303
a0067381,2067381, 67381 (2000 OL8),67381,,,Y,Y,19.8,,,,52,2459000.5,59000,20200531,J2000,0.542882916,1.320497477,0.603621956,10.666385,294.9526975,266.8127053,78.88374704,2.037372999,0.64952775,2458879.052,20200130.55,554.2488373,1.517450616,0.0174258,6.781598586,2.11E-07,2.36E-08,2.78E-07,2.32E-05,3.45E-05,4.03E-05,0.00012038,3.65E-08,1.74E-08,0.0001821,1.49E-05,APO,0.52598
a0068216,2068216, 68216 (2001 CV26),68216,,,Y,Y,16.5,,0.272,,393,2459000.5,59000,20200531,J2000,0.32653965,1.319662479,0.888740355,17.99345711,18.14829058,48.74100594,341.7303629,1.750584603,0.650144317,2459028.601,20200628.1,553.723213,1.516011535,0.0235082,9.148686194,2.81E-08,1.84E-09,3.63E-08,4.17E-06,4.13E-06,4.10E-06,5.99E-06,2.44E-09,1.36E-09,9.27E-06,1.16E-06,APO,0.36617
a0068346,2068346, 68346 (2001 KZ66),68346,,,Y,Y,16.8,,,,206,2459000.5,59000,20200531,J2000,0.416488912,1.507390779,0.879579233,16.69351374,219.3879826,140.2394174,1.786810997,2.135202325,0.532556013,2458997.145,20200527.64,675.9852323,1.8507467,0.0379141,14.7550303,2.65E-08,1.99E-09,4.09E-08,4.44E-06,1.29E-05,1.35E-05,6.30E-06,2.81E-09,1.05E-09,1.18E-05,1.34E-06,APO,0.4726
a0068347,2068347, 68347 (2001 KB67),68347,,,Y,Y,19.8,,,,JPL 72,2459000.5,59000,20200531,J2000,0.380196099,0.962187277,0.596367428,17.12414031,245.9016459,243.7500179,121.1352359,1.328007126,1.044274466,2458884.501,20200205,344.7369555,0.943838345,0.0141721,5.515356157,6.43E-08,8.08E-10,6.17E-08,5.84E-06,3.80E-06,4.42E-06,6.51E-06,1.11E-09,1.31E-09,6.15E-06,4.34E-07,ATE,0.35491
a0068372,2068372, 68372 (2001 PM9),68372,,,Y,Y,18.8,,,,93,2459000.5,59000,20200531,J2000,0.415700592,1.618083158,0.945445031,8.101031535,253.031007,322.2316615,111.8947439,2.290721285,0.478853667,2458766.828,20191010.33,751.7954329,2.058303718,0.00417237,1.623761233,4.01E-08,1.04E-08,6.60E-08,7.46E-06,4.25E-05,4.27E-05,2.73E-05,1.47E-08,4.61E-09,5.48E-05,7.25E-06,APO,0.63895
a0068548,2068548, 68548 (2001 XR31),68548,,,Y,Y,16.5,1.182,0.289,0.038,JPL 114,2459000.5,59000,20200531,J2000,0.436597067,1.706728283,0.961575721,22.7200852,302.0502252,24.68988852,199.3283557,2.451880845,0.442035853,2459363.981,20210529.48,814.4135768,2.229742852,0.0250186,9.736488562,9.05E-08,7.94E-09,1.55E-07,1.14E-05,1.31E-05,1.56E-05,1.66E-05,1.14E-08,3.09E-09,3.96E-05,5.68E-06,APO,0.47195
a0068950,2068950, 68950 (2002 QF15),68950,,,Y,Y,16.4,,,,JPL 483,2459000.5,59000,20200531,J2000,0.34432862,1.057087495,0.693102017,25.15222566,236.2316774,255.540346,43.53040614,1.421072974,0.906854622,2458952.498,20200413,396.976529,1.086862502,0.00616529,2.399345909,1.21E-09,4.15E-11,1.28E-09,2.00E-06,4.48E-07,9.99E-07,8.46E-07,5.57E-11,5.33E-11,9.31E-07,2.34E-08,APO,0.34544
a0069230,2069230, 69230 Hermes (1937 UB),69230,Hermes,,Y,Y,17.5,,,,100,2459000.5,59000,20200531,J2000,0.62447867,1.654629083,0.621348514,6.066585484,34.13559993,92.83280519,258.7201885,2.687909653,0.463076875,2459219.211,20210104.71,777.4087193,2.128429074,0.00476012,1.8524959,1.54E-08,1.30E-09,2.60E-08,6.51E-06,1.05E-05,1.04E-05,4.38E-06,2.12E-09,5.47E-10,9.73E-06,9.18E-07,APO,0.37698
a0085182,2085182, 85182 (1991 AQ),85182,,,Y,Y,17.1,1.1,0.242,,85,2459000.5,59000,20200531,J2000,0.776438236,2.222167321,0.496791647,3.1254217,339.6043587,243.0485161,302.8957179,3.947542995,0.297535602,2459192.424,20201208.92,1209.93924,3.312633101,0.0165497,6.440646749,1.95E-08,7.08E-09,4.19E-08,6.06E-06,8.43E-05,8.37E-05,1.46E-05,1.26E-08,1.42E-09,4.98E-05,5.78E-06,APO,0.59674
a0085236,2085236, 85236 (1993 KH),85236,,,Y,Y,18.7,,,,JPL 144,2459000.5,59000,20200531,J2000,0.31100593,1.23365763,0.849982791,12.80651833,54.38060707,293.7952754,181.8239785,1.617332469,0.719303379,2459248.206,20210202.71,500.4842334,1.370251152,0.00113485,0.441649575,2.68E-08,1.18E-09,3.28E-08,4.46E-06,1.00E-05,1.04E-05,4.53E-06,1.54E-09,1.03E-09,6.40E-06,7.17E-07,APO,0.4468
a0085585,2085585, 85585 Mjolnir (1998 FG2),85585,Mjolnir,,Y,Y,21.6,,,,31,2459000.5,59000,20200531,J2000,0.356486155,1.297532569,0.834980173,4.082589088,2.329362601,95.39684111,50.63598514,1.760084966,0.666847722,2458924.567,20200316.07,539.8533848,1.478038014,0.021296,8.28776432,1.43E-07,1.89E-08,1.98E-07,1.52E-05,5.50E-05,6.22E-05,9.54E-05,2.56E-08,1.45E-08,0.0001414,1.18E-05,APO,0.56558
a0085640,2085640, 85640 (1998 OX4),85640,,,Y,Y,21.1,,,,62,2459000.5,59000,20200531,J2000,0.485575969,1.580376288,0.81298354,4.516024516,299.6062703,117.2578346,301.4915153,2.347769036,0.496093248,2459118.438,20200925.94,725.6700251,1.986776249,0.000941123,0.366256838,1.20E-07,5.92E-09,1.90E-07,1.65E-05,0.00013556,0.00013424,1.99E-05,8.80E-09,2.79E-09,4.07E-05,4.08E-06,APO,0.47749
a0085713,2085713, 85713 (1998 SS49),85713,,,Y,Y,15.6,3.484,0.076,0.789,JPL 176,2459000.5,59000,20200531,J2000,0.639268173,1.923778479,0.693968125,10.76369029,41.49231383,102.432949,9.239182399,3.153588832,0.369378387,2458975.487,20200505.99,974.6103516,2.668337718,0.00265465,1.033110141,3.93E-08,3.11E-09,7.56E-08,4.58E-06,1.88E-05,1.91E-05,3.48E-06,5.10E-09,8.97E-10,9.39E-06,2.37E-06,APO,0.49396
a0085774,2085774, 85774 (1998 UT18),85774,,,Y,Y,19.1,0.939,0.042,0.007,161,2459000.5,59000,20200531,J2000,0.32911839,1.402899507,0.94117948,13.58886607,64.65416912,50.11949882,309.6965997,1.864619534,0.593149584,2459085.307,20200823.81,606.9295332,1.6616825,0.0359659,13.9968493,1.04E-08,4.07E-10,1.47E-08,7.08E-06,5.46E-06,7.21E-06,1.80E-06,5.40E-10,2.58E-10,3.04E-06,2.64E-07,APO,0.43626
a0085938,2085938, 85938 (1999 DJ4),85938,,,Y,Y,18.6,,,,119,2459000.5,59000,20200531,J2000,0.483577492,1.852961139,0.956910839,9.144146745,19.90408322,197.647934,137.1039146,2.749011439,0.390755057,2458649.631,20190615.13,921.2932596,2.522363476,0.0232327,9.041469859,2.86E-08,3.62E-09,5.31E-08,5.18E-06,2.43E-05,2.46E-05,8.31E-06,5.37E-09,1.15E-09,2.03E-05,2.70E-06,APO,0.49445
a0085989,2085989, 85989 (1999 JD6),85989,,,Y,Y,17.1,1.462,0.056,0.021,JPL 353,2459000.5,59000,20200531,J2000,0.632843345,0.883147754,0.324253575,17.06134575,130.1711892,309.2301286,238.1032922,1.442041933,1.187555788,2459103.145,20200910.65,303.1436533,0.82996209,0.0477289,18.57465601,2.43E-08,1.13E-09,2.14E-08,3.33E-06,2.06E-06,1.19E-06,3.97E-06,1.84E-09,2.28E-09,3.53E-06,5.81E-07,ATE,0.31697
a0085990,2085990, 85990 (1999 JV6),85990,,,Y,Y,20.2,0.451,0.095,0.026,JPL 248,2459000.5,59000,20200531,J2000,0.311095599,1.008213935,0.694563017,5.359217775,124.3177465,235.5310289,194.7133766,1.321864853,0.973587592,2459170.271,20201116.77,369.7664217,1.012365289,0.0315199,12.26659948,9.92E-09,5.14E-10,9.87E-09,2.13E-06,8.40E-06,8.43E-06,1.45E-06,6.74E-10,7.45E-10,1.58E-06,2.83E-07,APO,0.38738
a0086039,2086039, 86039 (1999 NC43),86039,,,Y,Y,15.9,2.22,0.14,,192,2459000.5,59000,20200531,J2000,0.578654489,1.760246963,0.741672155,7.130863508,311.6613268,120.7592653,261.8886857,2.778821771,0.422030335,2459232.975,20210118.47,853.019251,2.335439428,0.0245277,9.545445009,4.29E-08,3.19E-09,7.56E-08,6.02E-06,3.47E-05,3.45E-05,6.55E-06,5.03E-09,1.15E-09,1.60E-05,2.32E-06,APO,0.45995
a0086819,2086819, 86819 (2000 GK137),86819,,,Y,Y,17.4,0.802,0.301,0.271,153,2459000.5,59000,20200531,J2000,0.505932425,1.995701139,0.986011222,10.06100724,164.9035143,150.2655914,13.23163287,3.005391056,0.349591461,2458962.651,20200423.15,1029.773436,2.819366012,0.0171749,6.683955833,2.73E-08,2.81E-09,5.36E-08,4.35E-06,3.04E-05,3.06E-05,6.40E-06,4.23E-09,7.38E-10,1.82E-05,2.17E-06,APO,0.51146
a0087684,2087684, 87684 (2000 SY2),87684,,,Y,Y,16.1,,,,JPL 181,2459000.5,59000,20200531,J2000,0.642689754,0.858667554,0.306810715,19.22615858,162.03525,47.78246728,0.972368304,1.410524394,1.238701018,2458999.715,20200530.22,290.6270318,0.795693448,0.0461585,17.96350345,9.43E-08,1.98E-09,8.11E-08,1.24E-05,2.81E-05,2.54E-05,2.88E-05,3.25E-09,4.28E-09,2.33E-05,1.00E-06,ATE,0.47463
a0088254,2088254, 88254 (2001 FM129),88254,,,Y,Y,17.7,,,,JPL 151,2459000.5,59000,20200531,J2000,0.629473977,1.182372421,0.438099752,1.522251766,272.1525618,140.1903313,19.97896882,1.926645091,0.766606746,2458974.438,20200504.94,469.60192,1.285699986,0.0100688,3.918474896,4.90E-08,1.42E-09,5.76E-08,2.15E-06,0.00020994,0.0002097,3.63E-06,2.31E-09,1.38E-09,4.70E-06,8.45E-07,APO,0.40573
a0089136,2089136, 89136 (2001 US16),89136,,,Y,Y,20.2,,,,JPL 158,2459000.5,59000,20200531,J2000,0.252957328,1.356101504,1.01306569,1.905301114,175.9530443,67.1396313,53.91202218,1.699137318,0.624116663,2458914.119,20200305.62,576.815236,1.579234048,0.0285247,11.1009575,7.64E-09,9.86E-10,1.01E-08,1.21E-06,3.10E-05,3.07E-05,6.62E-06,1.24E-09,6.81E-10,1.05E-05,6.29E-07,APO,0.43729
a0089830,2089830, 89830 (2002 CE),89830,,,Y,Y,15,5.067,0.079,2.155,JPL 276,2459000.5,59000,20200531,J2000,0.506838907,2.077723443,1.024652363,43.63954932,19.89751257,5.806340982,86.6783442,3.130794523,0.329095894,2458737.117,20190910.62,1093.906081,2.994951626,0.029336,11.41669112,5.88E-08,6.97E-09,1.22E-07,7.43E-06,9.55E-06,1.17E-05,8.89E-06,1.05E-08,1.66E-09,2.61E-05,5.51E-06,AMO,0.38067
a0089958,2089958, 89958 (2002 LY45),89958,,,Y,Y,17,,,,JPL 109,2459000.5,59000,20200531,J2000,0.886324328,1.641358603,0.186582543,9.910699609,188.2015062,222.8955988,156.3532693,3.096134663,0.468704216,2458666.914,20190702.41,768.0750196,2.102874797,0.000518222,0.201676456,3.24E-08,5.76E-09,5.30E-08,7.92E-06,3.54E-05,3.49E-05,1.04E-05,1.09E-08,2.47E-09,2.08E-05,4.04E-06,APO,0.52781
a0089959,2089959, 89959 (2002 NT7),89959,,,Y,Y,16.5,1.407,0.224,0.085,144,2459000.5,59000,20200531,J2000,0.528384084,1.735702526,0.818584937,42.34760577,132.0297675,300.6942837,236.7942574,2.652820115,0.431013756,2459286.351,20210312.85,835.2401642,2.286762941,2.66E-05,0.010334993,2.41E-08,2.70E-09,4.14E-08,6.56E-06,4.75E-06,6.87E-06,7.64E-06,4.12E-09,1.00E-09,1.83E-05,1.95E-06,APO,0.48131
a0090075,2090075, 90075 (2002 VU94),90075,,,Y,Y,15.3,2.233,0.294,0.084,JPL 444,2459000.5,59000,20200531,J2000,0.576246554,2.133617704,0.904127855,8.914533126,226.7629588,30.67581051,342.5946756,3.363107553,0.316249003,2459055.537,20200725.04,1138.343511,3.116614678,0.0308191,11.99386915,1.15E-08,1.28E-08,2.55E-08,2.65E-06,2.21E-05,2.15E-05,3.30E-06,2.01E-08,2.84E-09,1.09E-05,1.02E-05,APO,0.33283
a0090403,2090403, 90403 (2003 YE45),90403,,,Y,Y,17.7,,,,JPL 235,2459000.5,59000,20200531,J2000,0.28001908,1.234362343,0.888717335,19.006546,286.2571561,306.8032799,271.2115003,1.580007351,0.718687478,2459124.043,20201001.54,500.9131384,1.37142543,0.0362328,14.10071878,1.67E-08,3.44E-10,2.04E-08,3.60E-06,6.00E-06,7.24E-06,3.05E-06,4.41E-10,3.01E-10,4.28E-06,2.10E-07,APO,0.28906
a0090416,2090416, 90416 (2003 YK118),90416,,,Y,Y,18.6,,,,127,2459000.5,59000,20200531,J2000,0.491952311,1.69482375,0.861051289,7.838642293,326.8804975,233.0788416,122.6943938,2.528596212,0.446701347,2458725.832,20190830.33,805.9075769,2.206454694,0.00143893,0.559988388,1.79E-08,1.04E-09,3.04E-08,5.23E-06,1.17E-05,1.34E-05,1.49E-06,1.55E-09,4.11E-10,3.23E-06,7.42E-07,APO,0.3209
a0099248,2099248, 99248 (2001 KY66),99248,,,Y,Y,16.5,1.115,0.429,0.045,JPL 229,2459000.5,59000,20200531,J2000,0.507399067,1.866701263,0.919538784,10.6134011,284.1536704,61.49499342,101.4332901,2.813863743,0.386448692,2458738.025,20190911.52,931.5596285,2.550471262,0.0474671,18.47277131,2.17E-08,6.86E-09,4.05E-08,4.50E-06,1.82E-05,1.93E-05,3.00E-06,1.03E-08,2.13E-09,7.71E-06,5.14E-06,APO,0.38065
a0099942,2099942, 99942 Apophis (2004 MN4),99942,Apophis,,Y,Y,19.7,0.34,0.23,0.04,JPL 199,2454733.5,54733,20080924,J2000,0.191195305,0.922438302,0.74607243,3.33136952,204.4460289,126.4018795,180.429373,1.098804174,1.112495038,2454894.913,20090304.41,323.596949,0.885960162,0.000315683,0.122854353,5.35E-09,4.15E-10,4.74E-09,3.50E-07,2.11E-05,2.06E-05,5.46E-06,4.95E-10,7.52E-10,5.00E-06,2.19E-07,ATE,0.2745
a0100085,2100085,100085 (1992 UY4),100085,,,Y,Y,17.8,,,,104,2459000.5,59000,20200531,J2000,0.618853244,2.652313176,1.010920563,2.642085725,305.2292883,42.14172681,152.9913729,4.293705788,0.228174375,2458329.998,20180730.5,1577.740707,4.319618637,0.0253978,9.884061826,9.73E-09,1.34E-08,2.67E-08,4.71E-06,2.75E-05,2.89E-05,8.32E-06,2.17E-08,1.73E-09,3.18E-05,1.20E-05,APO,0.34114
a0101869,2101869,101869 (1999 MM),101869,,,Y,Y,19.2,,,,58,2459000.5,59000,20200531,J2000,0.610669648,1.624265909,0.632376019,4.765103735,110.9554835,268.7849381,10.90646087,2.616155799,0.476122143,2458977.593,20200508.09,756.1085006,2.070112254,0.0014296,0.556357432,6.50E-08,4.82E-09,1.04E-07,1.52E-05,4.90E-05,4.85E-05,2.03E-05,7.76E-09,2.12E-09,4.25E-05,3.36E-06,APO,0.62978
a0101955,2101955,101955 Bennu (1999 RQ36),101955,Bennu,,Y,Y,20.19,0.492,0.046,0.02,JPL 97,2455562.5,55562,20110101,J2000,0.203745108,1.126391026,0.896894364,6.034939534,2.060867329,66.22306846,101.7039479,1.355887688,0.82446135,2455439.142,20100830.64,436.6487281,1.195479064,0.0032228,1.254217076,2.21E-08,4.03E-11,2.49E-08,2.82E-06,3.94E-06,6.07E-06,2.65E-06,4.85E-11,4.42E-11,3.21E-06,2.34E-08,APO,0.27502
a0103067,2103067,103067 (1999 XA143),103067,,,Y,Y,16.8,1.282,0.246,0.029,JPL 145,2459000.5,59000,20200531,J2000,0.581621684,1.84369045,0.771360105,38.54726925,116.6279345,104.0342982,19.26581511,2.916020795,0.393706028,2458951.565,20200412.07,914.3878276,2.503457434,0.0414719,16.13961932,6.96E-08,1.59E-09,1.28E-07,1.30E-05,4.39E-06,1.24E-05,4.68E-06,2.51E-09,5.08E-10,1.19E-05,1.18E-06,APO,0.43559
a0111253,2111253,111253 (2001 XU10),111253,,,Y,Y,15.2,3.006,0.178,0.893,JPL 238,2459000.5,59000,20200531,J2000,0.439549238,1.753693916,0.982859092,42.02835051,310.158826,6.924042269,103.2044995,2.524528739,0.424398051,2458757.321,20190930.82,848.2602568,2.322410012,0.0292722,11.39186207,7.72E-08,8.68E-09,1.36E-07,9.22E-06,6.84E-06,1.09E-05,1.51E-05,1.25E-08,3.15E-09,3.52E-05,6.30E-06,APO,0.48992
